exact,f1,total,HasAns_exact,HasAns_f1,HasAns_total,NoAns_exact,NoAns_f1,NoAns_total,best_exact,best_exact_thresh,best_f1,best_f1_thresh
38.05815160955348,38.05815160955348,1926,0.0,0.0,1193,100.0,100.0,733,38.05815160955348,0.0,38.05815160955348,0.0
38.05815160955348,38.05815160955348,1926,0.0,0.0,1193,100.0,100.0,733,38.05815160955348,0.0,38.05815160955348,0.0
