exact,f1,total,HasAns_exact,HasAns_f1,HasAns_total,NoAns_exact,NoAns_f1,NoAns_total,best_exact,best_exact_thresh,best_f1,best_f1_thresh
12.980269989615785,16.42892185424441,1926,1.0058675607711651,6.573431258402969,1193,32.46930422919509,32.46930422919509,733,38.05815160955348,0.0,38.08411214953271,0.019505832344293594
15.680166147455868,19.742277127887526,1926,1.0058675607711651,7.563810350638166,1193,39.56343792633015,39.56343792633015,733,38.05815160955348,0.0,38.09578704438517,0.0007945864927023649
