exact,f1,total,HasAns_exact,HasAns_f1,HasAns_total,NoAns_exact,NoAns_f1,NoAns_total,best_exact,best_exact_thresh,best_f1,best_f1_thresh
45.288912024986985,45.288912024986985,9605,0.0,0.0,5255,100.0,100.0,4350,45.288912024986985,0.0,45.288912024986985,0.0
